585.5208	18.8263
585.6732	20.0815
585.8256	19.8894
585.978	19.8615
586.1304	20.9342
586.2828	22.0143
586.4352	20.2488
586.5876	18.0756
586.74	19.5235
586.8924	21.246
587.0448	21.6176
587.1972	21.0397
587.3496	20.3614
587.502	20.5155
587.6544	20.3007
587.8068	19.3356
587.9592	18.2542
588.1116	17.8107
588.264	16.8055
588.4164	17.663
588.5688	16.197
588.7212	16.2246
588.8736	14.6025
589.026	14.5549
589.1784	15.4318
589.3308	16.9948
589.4832	17.5376
589.6356	17.7457
589.788	18.1308
589.9404	18.3207
590.0928	16.8703
590.2452	16.0009
590.3976	16.7442
590.55	17.7183
590.7024	17.0407
590.8548	15.1242
591.0072	14.1883
591.1596	13.4016
591.312	14.881
591.4644	16.218
591.6168	16.4647
591.7692	15.7864
591.9216	16.7314
592.074	17.4665
592.2264	17.8805
592.3788	18.8145
592.5312	17.6653
592.6836	17.6608
592.836	19.4582
592.9884	18.5546
593.1408	17.3372
593.2932	17.803
593.4456	17.4624
593.598	15.5172
593.7504	13.7019
593.9028	13.1686
594.0552	14.5604
594.2076	15.4188
594.36	14.1775
594.5124	12.8695
594.6648	12.4055
594.8172	12.5425
594.9696	13.3579
595.122	14.6209
595.2744	15.5856
595.4268	16.09
595.5792	14.6554
595.7316	14.3006
595.884	14.5569
596.0364	14.5478
596.1888	14.3936
596.3412	14.1833
596.4936	12.9374
596.646	12.0005
596.7984	11.313
596.9508	12.3217
597.1032	13.3755
597.2556	12.4777
597.408	12.4498
597.5604	13.1642
597.7128	14.4011
597.8652	14.1919
598.0176	14.9438
598.17	15.7405
598.3224	16.1465
598.4748	15.15
598.6272	14.4995
598.7796	15.2681
598.932	15.875
599.0844	17.7962
599.2368	18.6347
599.3892	17.244
599.5416	16.1153
599.694	15.2935
599.8464	15.9426
599.9988	18.0944
600.1512	20.2861
600.3036	19.6577
600.456	17.605
600.6084	16.2117
600.7608	16.6826
600.9132	18.1535
601.0656	19.8609
601.218	20.7547
601.3704	19.5921
601.5228	19.323
601.6752	19.8911
601.8276	18.3819
601.98	16.671
602.1324	16.4706
602.2848	17.6554
602.4372	17.2406
602.5896	16.9442
602.742	18.1585
602.8944	17.9296
603.0468	18.2629
603.1992	17.6708
603.3516	18.1391
603.504	19.4406
603.6564	20.3445
603.8088	20.9604
603.9612	20.1605
604.1136	18.5311
604.266	16.0141
604.4184	15.4647
604.5708	17.2517
604.7232	18.9911
604.8756	20.5859
605.028	20.8185
605.1804	19.2907
605.3328	17.7007
605.4852	18.1314
605.6376	18.2565
605.79	19.6586
605.9424	19.5809
606.0948	20.3662
606.2472	18.8541
606.3996	18.2296
606.552	18.3691
606.7044	18.778
606.8568	18.5301
607.0092	18.1753
607.1616	18.1986
607.314	18.75
607.4664	17.4636
607.6188	17.9171
607.7712	16.3666
607.9236	15.6994
608.076	17.4822
608.2284	17.6814
608.3808	18.0742
608.5332	19.5211
608.6856	19.5786
608.838	18.7002
608.9904	18.2919
609.1428	18.5312
609.2952	19.2956
609.4476	18.1286
609.6	16.7362
609.7524	17.015
609.9048	16.5543
610.0572	18.3132
610.2096	18.5492
610.362	19.7862
610.5144	19.9505
610.6668	19.3891
610.8192	19.5844
610.9716	19.6754
611.124	17.7493
611.2764	16.9734
611.4288	18.159
611.5812	17.6818
611.7336	18.168
611.886	17.4851
612.0384	17.8759
612.1908	19.2105
612.3432	17.9098
612.4956	16.4844
612.648	17.7219
612.8004	17.6497
612.9528	16.6243
613.1052	16.9141
613.2576	16.3434
613.41	17.8473
613.5624	19.024
613.7148	18.8452
613.8672	17.5634
614.0196	17.1446
614.172	16.7426
614.3244	17.2703
614.4768	18.2681
614.6292	18.7608
614.7816	18.4736
614.934	17.5103
615.0864	16.1505
615.2388	14.8483
615.3912	13.8203
615.5436	14.7094
615.696	16.0959
615.8484	16.0752
616.0008	15.0953
616.1532	15.6715
616.3056	15.1791
616.458	15.8814
616.6104	16.3552
616.7628	15.3273
616.9152	14.0376
617.0676	12.7779
617.22	13.2359
617.3724	13.9809
617.5248	13.3293
617.6772	12.9027
617.8296	14.6899
617.982	16.5067
618.1344	16.557
618.2868	17.6071
618.4392	17.8733
618.5916	16.6219
618.744	17.8562
618.8964	17.5843
619.0488	17.7322
619.2012	18.6556
619.3536	19.5131
619.506	20.3276
619.6584	20.1801
619.8108	19.498
619.9632	19.3518
620.1156	19.6517
620.268	18.3938
620.4204	18.8633
620.5728	18.388
620.7252	19.3604
620.8776	20.7251
621.03	19.4292
621.1824	20.1545
621.3348	20.8425
621.4872	19.7944
621.6396	19.9568
621.792	18.9478
621.9444	18.326
622.0968	19.3209
622.2492	18.483
622.4016	18.1101
622.554	18.5039
622.7064	19.0428
622.8588	20.0974
623.0112	20.0292
623.1636	19.662
623.316	19.9368
623.4684	18.6071
623.6208	18.3702
623.7732	18.2946
623.9256	16.7517
624.078	17.0489
624.2304	18.7022
624.3828	19.2268
624.5352	18.2536
624.6876	18.2832
624.84	18.8172
624.9924	18.2194
625.1448	17.2552
625.2972	16.8418
625.4496	17.4281
625.602	15.8112
625.7544	13.7878
625.9068	15.0037
626.0592	15.1281
626.2116	16.3203
626.364	17.7494
626.5164	18.2324
626.6688	18.7489
626.8212	18.3688
626.9736	17.6398
627.126	17.1957
627.2784	17.6035
627.4308	16.9083
627.5832	15.7564
627.7356	16.8163
627.888	17.9043
628.0404	18.2584
628.1928	17.2518
628.3452	17.7083
628.4976	18.1208
628.65	17.6981
628.8024	16.3959
628.9548	17.2849
629.1072	17.5164
629.2596	16.5444
629.412	15.8076
629.5644	17.3204
629.7168	16.8077
629.8692	17.1426
630.0216	17.8885
630.174	18.5279
630.3264	19.8668
630.4788	20.6356
630.6312	20.4797
630.7836	19.2682
630.936	16.3334
631.0884	14.394
631.2408	15.2916
631.3932	16.211
631.5456	14.7728
631.698	13.9658
631.8504	13.0759
632.0028	12.3058
632.1552	12.0251
632.3076	11.9075
632.46	12.078
632.6124	12.1919
632.7648	12.7916
632.9172	15.0651
633.0696	16.1346
633.222	16.2536
633.3744	14.2763
633.5268	12.7263
633.6792	13.0375
633.8316	12.5102
633.984	12.9688
634.1364	13.6263
634.2888	13.5909
634.4412	13.3877
634.5936	12.6879
634.746	12.5194
634.8984	11.2852
635.0508	12.8904
635.2032	12.547
635.3556	11.9868
635.508	12.1806
635.6604	11.4933
635.8128	11.6471
635.9652	12.2
636.1176	11.5729
636.27	11.536
636.4224	12.1268
636.5748	11.6487
636.7272	11.9003
636.8796	12.6454
637.032	12.245
637.1844	12.984
637.3368	12.9131
637.4892	13.1105
637.6416	13.7398
637.794	13.7786
637.9464	12.9698
638.0988	14.0858
638.2512	14.3234
638.4036	13.674
638.556	14.442
638.7084	14.7807
638.8608	14.6024
639.0132	13.4395
639.1656	13.6155
639.318	14.5176
639.4704	15.6964
639.6228	15.9061
639.7752	16.6288
639.9276	17.2435
640.08	16.4408
640.2324	15.235
640.3848	15.4566
640.5372	17.0718
640.6896	17.9453
640.842	18.4421
640.9944	18.9436
641.1468	19.0883
641.2992	17.8631
641.4516	17.0384
641.604	15.6964
641.7564	15.5025
641.9088	15.6136
642.0612	16.6099
642.2136	16.3278
642.366	17.0842
642.5184	17.8361
642.6708	17.2147
642.8232	17.4318
642.9756	16.8272
643.128	16.6716
643.2804	17.4248
643.4328	18.2517
643.5852	19.527
643.7376	20.6631
643.89	19.5008
644.0424	19.7038
644.1948	18.9263
644.3472	17.7074
644.4996	18.1627
644.652	17.9827
644.8044	16.136
644.9568	15.2864
645.1092	15.6751
645.2616	16.7917
645.414	17.168
645.5664	16.8025
645.7188	16.3172
645.8712	17.0244
646.0236	16.6715
646.176	16.3758
646.3284	15.807
646.4808	16.0518
646.6332	18.5499
646.7856	19.2488
646.938	19.4652
647.0904	19.9814
647.2428	18.9056
647.3952	17.1298
647.5476	16.1043
647.7	15.8936
647.8524	15.9739
648.0048	15.3987
648.1572	14.9392
648.3096	13.1468
648.462	11.9665
648.6144	12.1237
648.7668	14.2711
648.9192	15.5144
649.0716	16.0452
649.224	16.888
649.3764	17.8144
649.5288	18.1697
649.6812	17.5728
649.8336	16.4767
649.986	16.794
650.1384	18.2789
650.2908	19.6207
650.4432	18.8844
650.5956	17.3986
650.748	16.3137
650.9004	15.5106
651.0528	16.0108
651.2052	17.8345
651.3576	16.6247
651.51	17.018
651.6624	18.1703
651.8148	17.1463
651.9672	17.8306
652.1196	19.7145
652.272	18.7552
652.4244	18.382
652.5768	18.8854
652.7292	19.0251
652.8816	20.3163
653.034	19.6804
653.1864	17.6299
653.3388	16.8974
653.4912	17.5803
653.6436	18.0675
653.796	17.7304
653.9484	17.2576
654.1008	17.8315
654.2532	18.5555
654.4056	18.7271
654.558	18.9082
654.7104	17.3303
654.8628	16.358
655.0152	15.5859
655.1676	14.4609
655.32	13.8784
655.4724	14.5432
655.6248	15.1489
655.7772	16.0325
655.9296	16.7909
656.082	17.8359
656.2344	17.6194
656.3868	16.357
656.5392	17.1508
656.6916	16.5463
656.844	15.7506
656.9964	15.547
657.1488	14.613
657.3012	15.1076
657.4536	14.8425
657.606	15.986
657.7584	18.4999
657.9108	17.8843
658.0632	16.9343
658.2156	17.6406
658.368	17.6453
658.5204	18.1485
658.6728	18.2872
658.8252	18.3313
658.9776	20.6719
659.13	21.3823
659.2824	24.3452
659.4348	30.8118
659.5872	38.0624
659.7396	39.9672
659.892	40.8988
660.0444	41.6253
660.1968	43.2331
660.3492	43.6932
660.5016	44.2781
660.654	45.6478
660.8064	46.8122
660.9588	44.1969
661.1112	39.9288
661.2636	37.5771
661.416	34.4166
661.5684	33.1378
661.7208	31.8905
661.8732	31.8386
662.0256	32.1035
662.178	32.7371
662.3304	31.806
662.4828	32.7449
662.6352	32.7134
662.7876	32.846
662.94	33.1885
663.0924	33.2833
663.2448	32.9201
663.3972	32.248
663.5496	32.2963
663.702	33.4452
663.8544	31.5479
664.0068	30.9995
664.1592	29.738
664.3116	32.1512
664.464	34.1754
664.6164	34.1857
664.7688	37.7749
664.9212	40.0399
665.0736	40.092
665.226	38.7848
665.3784	38.3267
665.5308	36.9048
665.6832	36.3809
665.8356	37.5168
665.988	38.1962
666.1404	36.8773
666.2928	35.2142
666.4452	36.1683
666.5976	35.8374
666.75	35.8777
666.9024	37.4099
667.0548	36.7185
667.2072	34.5663
667.3596	32.8189
667.512	30.9379
667.6644	32.2101
667.8168	30.7422
667.9692	29.8957
668.1216	30.0492
668.274	30.1677
668.4264	32.6836
668.5788	34.4766
668.7312	33.9051
668.8836	32.4551
669.036	32.7595
669.1884	32.4654
669.3408	30.9421
669.4932	32.5824
669.6456	32.8769
669.798	31.7198
669.9504	31.7122
670.1028	33.2787
670.2552	32.2787
670.4076	32.0712
670.56	32.8187
670.7124	32.0803
670.8648	31.7814
671.0172	33.3113
671.1696	33.563
671.322	33.964
671.4744	35.5397
671.6268	36.934
671.7792	34.8285
671.9316	34.458
672.084	34.0507
672.2364	32.1577
672.3888	29.3362
672.5412	30.0574
672.6936	28.4374
672.846	27.4138
672.9984	28.2245
673.1508	29.8864
673.3032	30.4747
673.4556	30.7494
673.608	31.2248
673.7604	31.9945
673.9128	32.9081
674.0652	33.2907
674.2176	32.1529
674.37	32.2078
674.5224	31.8891
674.6748	31.0338
674.8272	32.1494
674.9796	33.0412
675.132	32.1535
675.2844	31.8306
675.4368	32.5828
675.5892	31.8996
675.7416	32.0787
675.894	32.6832
676.0464	31.7105
676.1988	32.5353
676.3512	31.6708
676.5036	31.5474
676.656	32.741
676.8084	33.1023
676.9608	33.2423
677.1132	33.9125
677.2656	33.8767
677.418	34.3023
677.5704	34.045
677.7228	35.6769
677.8752	35.5488
678.0276	35.0614
678.18	34.8175
678.3324	35.6626
678.4848	34.9224
678.6372	33.1171
678.7896	32.858
678.942	35.0974
679.0944	37.6892
679.2468	40.7774
679.3992	42.3593
679.5516	39.8804
679.704	37.762
679.8564	37.967
680.0088	40.4927
680.1612	41.3321
680.3136	40.291
680.466	39.7613
680.6184	41.6379
680.7708	41.9143
680.9232	40.3029
681.0756	36.3032
681.228	34.8189
681.3804	34.576
681.5328	35.3196
681.6852	35.36
681.8376	34.4693
681.99	35.203
682.1424	33.9877
682.2948	34.0008
682.4472	33.281
682.5996	30.8324
682.752	29.9562
682.9044	29.354
683.0568	30.0539
683.2092	30.5745
683.3616	32.2863
683.514	34.0369
683.6664	33.6308
683.8188	34.1507
683.9712	35.3336
684.1236	35.3979
684.276	33.2718
684.4284	31.7464
684.5808	32.0021
684.7332	33.9471
684.8856	34.5436
685.038	32.1278
685.1904	33.0059
685.3428	32.3957
685.4952	32.548
685.6476	35.3168
685.8	36.9539
685.9524	38.31
686.1048	36.7916
686.2572	35.1036
686.4096	33.8359
686.562	31.767
686.7144	31.9608
686.8668	33.1458
687.0192	34.5781
687.1716	34.8307
687.324	33.9095
687.4764	35.6406
687.6288	36.0776
687.7812	35.4075
687.9336	36.1461
688.086	36.7569
688.2384	34.9784
688.3908	35.4522
688.5432	33.723
688.6956	33.0973
688.848	34.3233
689.0004	35.0009
689.1528	35.9036
689.3052	37.1771
689.4576	36.5086
689.61	35.6042
689.7624	36.4576
689.9148	36.631
690.0672	35.9627
690.2196	35.7101
690.372	33.9838
690.5244	32.1674
690.6768	32.3997
690.8292	33.8291
690.9816	35.1523
691.134	34.0693
691.2864	32.9175
691.4388	31.9945
691.5912	31.5689
691.7436	33.7083
691.896	33.6382
692.0484	34.5755
692.2008	33.6744
692.3532	32.48
692.5056	32.9241
692.658	33.0987
692.8104	32.8254
692.9628	32.5233
693.1152	31.9605
693.2676	31.577
693.42	31.9212
693.5724	33.5774
693.7248	33.742
693.8772	33.831
694.0296	33.7853
694.182	31.6348
694.3344	30.1429
694.4868	30.8506
694.6392	31.9222
694.7916	32.0316
694.944	31.9919
695.0964	30.7256
695.2488	29.7496
695.4012	30.7802
695.5536	32.4203
695.706	32.2972
695.8584	31.0876
696.0108	31.6137
696.1632	31.1516
696.3156	30.0981
696.468	29.5679
696.6204	28.6878
696.7728	29.5985
696.9252	31.204
697.0776	32.3366
697.23	33.3597
697.3824	33.5131
697.5348	31.9555
697.6872	30.3502
697.8396	29.156
697.992	29.5606
698.1444	29.4025
698.2968	29.7695
698.4492	31.2944
698.6016	30.7077
698.754	30.9255
698.9064	30.5582
699.0588	30.1575
699.2112	31.4457
699.3636	32.7705
699.516	32.1553
699.6684	31.9391
699.8208	32.5322
699.9732	32.6237
700.1256	33.3863
700.278	34.1493
700.4304	35.3342
700.5828	35.8784
700.7352	38.7471
700.8876	42.8523
701.04	44.0685
701.1924	43.1518
701.3448	41.7929
701.4972	43.7262
701.6496	44.0572
701.802	42.1735
701.9544	38.7407
702.1068	37.2496
702.2592	35.8199
702.4116	34.023
702.564	35.0573
702.7164	34.7814
702.8688	36.4688
703.0212	37.1267
703.1736	37.2533
703.326	38.1627
703.4784	39.9374
703.6308	41.6132
703.7832	40.6879
703.9356	41.9175
704.088	40.0035
704.2404	38.1395
704.3928	37.3694
704.5452	36.9231
704.6976	36.2922
704.85	35.0285
705.0024	32.5695
705.1548	30.8682
705.3072	30.6419
705.4596	31.9545
705.612	33.8435
705.7644	35.4822
705.9168	35.7489
706.0692	35.5725
706.2216	35.9563
706.374	37.0331
706.5264	35.6479
706.6788	33.5108
706.8312	31.8034
706.9836	32.0603
707.136	30.9721
707.2884	31.9749
707.4408	33.9272
707.5932	33.9458
707.7456	34.1868
707.898	35.5317
708.0504	36.7578
708.2028	38.442
708.3552	37.5546
708.5076	36.7543
708.66	36.9998
708.8124	36.2577
708.9648	35.0715
709.1172	35.1661
709.2696	37.8897
709.422	41.221
709.5744	41.9272
709.7268	42.0366
709.8792	43.1359
710.0316	42.2126
710.184	40.8371
710.3364	39.0733
710.4888	36.8239
710.6412	34.9489
710.7936	34.8029
710.946	33.666
711.0984	34.6411
711.2508	34.1239
711.4032	33.1001
711.5556	32.9128
711.708	33.9771
711.8604	33.3439
712.0128	32.8983
712.1652	33.7547
712.3176	33.2072
712.47	31.9235
712.6224	30.7141
712.7748	30.8387
712.9272	31.2245
713.0796	29.9193
713.232	29.0142
713.3844	29.5631
713.5368	31.6771
713.6892	31.939
713.8416	32.5033
713.994	32.7326
714.1464	32.7541
714.2988	33.3387
714.4512	32.6292
714.6036	32.6404
714.756	32.8356
714.9084	32.7121
715.0608	32.0326
715.2132	32.17
715.3656	32.7104
715.518	33.4301
715.6704	33.2506
715.8228	32.3835
715.9752	32.3016
716.1276	31.0796
716.28	29.3579
716.4324	29.218
716.5848	29.2969
716.7372	27.2907
716.8896	26.4502
717.042	25.6131
717.1944	24.6879
717.3468	25.069
717.4992	25.5577
717.6516	27.3346
717.804	27.0315
717.9564	28.5554
718.1088	29.2705
718.2612	29.4625
718.4136	30.7601
718.566	30.2392
718.7184	30.3274
718.8708	29.208
719.0232	28.9655
719.1756	30.77
719.328	31.8096
719.4804	32.1687
719.6328	33.4966
719.7852	34.1438
719.9376	32.3879
720.09	30.7957
720.2424	31.859
720.3948	33.1726
720.5472	32.1149
720.6996	31.5842
720.852	32.6542
721.0044	34.3809
721.1568	36.4276
721.3092	37.1795
721.4616	36.1713
721.614	36.3501
721.7664	36.4209
721.9188	36.3292
722.0712	36.4267
722.2236	33.6773
722.376	31.1965
722.5284	29.8252
722.6808	29.2565
722.8332	29.223
722.9856	29.8141
723.138	31.0493
723.2904	32.09
723.4428	32.1926
723.5952	32.8822
723.7476	34.1072
723.9	35.6919
724.0524	37.4289
724.2048	39.3302
724.3572	39.8456
724.5096	38.044
724.662	37.9742
724.8144	37.5308
724.9668	35.7259
725.1192	33.0335
725.2716	32.4055
725.424	33.8316
725.5764	35.2726
725.7288	35.8719
725.8812	35.1848
726.0336	36.537
726.186	36.4059
726.3384	36.6757
726.4908	37.957
726.6432	40.2234
726.7956	43.0955
726.948	45.9531
727.1004	48.8497
727.2528	48.7689
727.4052	46.5576
727.5576	44.1863
727.71	45.5033
727.8624	45.0695
728.0148	46.5537
728.1672	48.5138
728.3196	49.1622
728.472	47.1141
728.6244	46.9521
728.7768	43.7612
728.9292	42.3
729.0816	40.2976
729.234	38.164
729.3864	38.0485
729.5388	36.8999
729.6912	36.5418
729.8436	36.3558
729.996	34.0996
730.1484	32.2645
730.3008	33.9893
730.4532	33.5427
730.6056	33.1462
730.758	34.0353
730.9104	32.246
731.0628	32.4331
731.2152	33.4847
731.3676	33.2761
731.52	34.363
731.6724	34.6481
731.8248	32.3522
731.9772	31.5659
732.1296	32.7876
732.282	33.7431
732.4344	34.128
732.5868	32.8679
732.7392	33.2458
732.8916	32.1443
733.044	31.6852
733.1964	33.3487
733.3488	35.1797
733.5012	33.8317
733.6536	34.4402
733.806	33.8428
733.9584	34.7675
734.1108	34.6673
734.2632	33.9686
734.4156	31.5839
734.568	29.6569
734.7204	29.8766
734.8728	29.0602
735.0252	28.0046
735.1776	29.701
735.33	30.9393
735.4824	29.5736
735.6348	27.9636
735.7872	30.3956
735.9396	31.5984
736.092	29.4663
736.2444	27.5455
736.3968	26.2873
736.5492	24.9279
736.7016	24.1604
736.854	24.8355
737.0064	25.6993
737.1588	25.9967
737.3112	24.5003
737.4636	22.6269
737.616	22.3564
737.7684	22.0713
737.9208	23.6069
738.0732	24.0812
738.2256	24.3303
738.378	24.9679
738.5304	24.4958
738.6828	23.0404
738.8352	21.6994
738.9876	21.9271
739.14	25.1544
739.2924	26.941
739.4448	26.0968
739.5972	25.0448
739.7496	24.524
739.902	24.8795
740.0544	25.9215
740.2068	26.1476
740.3592	25.2027
740.5116	25.5454
740.664	25.4906
740.8164	24.4954
740.9688	24.8736
741.1212	27.5342
741.2736	31.3815
741.426	31.9075
741.5784	31.9484
741.7308	32.059
741.8832	31.1289
742.0356	29.1384
742.188	26.8747
742.3404	25.876
742.4928	26.2723
742.6452	28.3524
742.7976	29.5307
742.95	28.1219
743.1024	28.316
743.2548	26.6563
743.4072	25.7966
743.5596	25.2808
743.712	23.5265
743.8644	22.4453
744.0168	22.0814
744.1692	23.7626
744.3216	25.6439
744.474	27.146
744.6264	26.1458
744.7788	25.711
744.9312	24.2756
745.0836	24.7938
745.236	25.9998
745.3884	25.4658
745.5408	24.4391
745.6932	25.4211
745.8456	26.5662
745.998	28.5067
746.1504	28.6447
746.3028	27.6883
746.4552	26.6276
746.6076	27.3504
746.76	30.3132
746.9124	32.175
747.0648	31.6283
747.2172	30.8056
747.3696	29.3688
747.522	30.8818
747.6744	31.9291
747.8268	32.9762
747.9792	33.1502
748.1316	31.5833
748.284	30.4176
748.4364	28.4225
748.5888	26.9334
748.7412	26.5765
748.8936	26.7412
749.046	25.9166
749.1984	26.3196
749.3508	26.0786
749.5032	26.4354
749.6556	26.1411
749.808	26.1448
749.9604	28.7364
750.1128	29.9064
750.2652	29.5132
750.4176	27.7935
750.57	27.174
750.7224	27.5607
750.8748	29.9175
751.0272	30.1592
751.1796	30.0928
751.332	31.4371
751.4844	32.9258
751.6368	34.6083
751.7892	35.5821
751.9416	34.0054
752.094	32.8913
752.2464	31.3636
752.3988	31.1154
752.5512	31.1371
752.7036	29.792
752.856	27.1987
753.0084	26.978
753.1608	28.5228
753.3132	27.5666
753.4656	26.702
753.618	27.9136
753.7704	27.6929
753.9228	27.1278
754.0752	28.1232
754.2276	30.8565
754.38	33.7453
754.5324	36.3056
754.6848	35.5831
754.8372	35.7367
754.9896	35.3933
755.142	32.9573
755.2944	31.8398
755.4468	30.9987
755.5992	31.0671
755.7516	28.7978
755.904	27.7662
756.0564	28.0822
756.2088	28.7341
756.3612	30.0727
756.5136	27.806
756.666	25.0472
756.8184	24.4397
756.9708	24.0793
757.1232	24.5014
757.2756	23.6747
757.428	22.859
757.5804	24.331
757.7328	24.944
757.8852	24.7895
758.0376	25.7472
758.19	25.4011
758.3424	25.697
758.4948	26.3466
758.6472	24.4779
758.7996	23.5657
758.952	23.7858
759.1044	22.0077
759.2568	22.1475
759.4092	22.9425
759.5616	23.5674
759.714	24.8164
759.8664	22.9102
760.0188	22.6818
760.1712	22.8641
760.3236	23.0623
760.476	23.0145
760.6284	23.0397
760.7808	23.7638
760.9332	25.2332
761.0856	26.0896
761.238	26.8366
761.3904	27.0361
761.5428	25.9302
761.6952	24.7541
761.8476	24.2353
762	23.5236
762.1524	23.2698
762.3048	22.4843
762.4572	22.6061
762.6096	23.6622
762.762	23.9618
762.9144	23.7724
763.0668	24.3874
763.2192	26.895
763.3716	29.1065
763.524	28.3039
763.6764	27.938
763.8288	29.4562
763.9812	30.2032
764.1336	28.7554
764.286	27.7253
764.4384	29.1704
764.5908	30.883
764.7432	33.1433
764.8956	32.921
765.048	35.1057
765.2004	36.7223
765.3528	38.4789
765.5052	37.3503
765.6576	36.6301
765.81	35.7938
765.9624	36.7105
766.1148	34.277
766.2672	31.14
766.4196	30.1994
766.572	29.07
766.7244	27.1892
766.8768	27.0094
767.0292	28.8387
767.1816	30.8569
767.334	31.5286
767.4864	32.015
767.6388	31.3302
767.7912	30.9528
767.9436	31.7239
768.096	30.966
768.2484	28.9007
768.4008	29.3928
768.5532	29.7609
768.7056	28.9897
768.858	28.9431
769.0104	29.9416
769.1628	30.0181
769.3152	30.0108
769.4676	30.8862
769.62	32.6044
769.7724	34.0304
769.9248	32.9961
770.0772	32.9888
770.2296	31.992
770.382	30.1061
770.5344	28.7696
770.6868	29.5943
770.8392	31.2701
770.9916	30.9709
771.144	29.8252
771.2964	29.1413
771.4488	27.6523
771.6012	26.9083
771.7536	26.8772
771.906	28.3609
772.0584	28.2828
772.2108	27.9521
772.3632	28.059
772.5156	29.577
772.668	29.2344
772.8204	29.5244
772.9728	28.6836
773.1252	28.218
773.2776	31.3658
773.43	30.8451
773.5824	30.4098
773.7348	30.4783
773.8872	30.232
774.0396	27.3076
774.192	27.3183
774.3444	29.1217
774.4968	30.3716
774.6492	28.343
774.8016	27.1996
774.954	26.6188
775.1064	24.6401
775.2588	24.9461
775.4112	26.9971
775.5636	27.4192
775.716	27.9313
775.8684	27.2046
776.0208	26.3303
776.1732	27.2156
776.3256	30.0489
776.478	30.5113
776.6304	30.0514
776.7828	29.3485
776.9352	30.8023
777.0876	30.577
777.24	28.0392
777.3924	28.8559
777.5448	28.6675
777.6972	28.2426
777.8496	30.2792
778.002	31.7202
778.1544	32.8954
778.3068	32.0495
778.4592	31.5897
778.6116	28.8897
778.764	26.0296
778.9164	24.9186
779.0688	25.6103
779.2212	25.6221
779.3736	27.7391
779.526	28.7715
779.6784	27.4494
779.8308	25.2367
779.9832	24.2577
780.1356	25.6455
780.288	25.6716
780.4404	24.2988
780.5928	23.021
780.7452	22.9508
780.8976	24.2123
781.05	25.1453
781.2024	25.6352
781.3548	26.5221
781.5072	26.3714
781.6596	25.3541
781.812	24.452
781.9644	24.5449
782.1168	25.8485
782.2692	27.6867
782.4216	27.0163
782.574	25.9764
782.7264	27.7987
782.8788	30.1651
783.0312	32.0434
783.1836	32.3433
783.336	31.9375
783.4884	33.8203
783.6408	34.6687
783.7932	33.7542
783.9456	34.7527
784.098	33.4387
784.2504	34.3375
784.4028	36.5161
784.5552	38.1555
784.7076	36.7082
784.86	34.1801
785.0124	31.7404
785.1648	31.8802
785.3172	33.8991
785.4696	35.6015
785.622	34.2317
785.7744	31.2488
785.9268	32.7323
786.0792	34.0724
786.2316	32.9818
786.384	33.5163
786.5364	33.4085
786.6888	32.454
786.8412	31.3812
786.9936	30.4592
787.146	31.2373
787.2984	32.3127
787.4508	31.2287
787.6032	29.9245
787.7556	31.3167
787.908	32.5872
788.0604	31.5492
788.2128	29.2909
788.3652	25.9485
788.5176	25.2669
788.67	23.88
788.8224	24.0929
788.9748	23.4471
789.1272	24.8279
789.2796	24.3716
789.432	24.6276
789.5844	25.1012
789.7368	24.6546
789.8892	25.5228
790.0416	25.7714
790.194	23.8938
790.3464	24.2404
790.4988	24.4794
790.6512	25.6431
790.8036	27.4218
790.956	28.4335
791.1084	28.6177
791.2608	24.4194
791.4132	23.2855
791.5656	23.3793
791.718	22.4842
791.8704	21.8159
792.0228	21.6347
792.1752	22.7545
792.3276	23.3553
792.48	23.1588
792.6324	24.7404
792.7848	23.9735
792.9372	23.5956
793.0896	24.6014
793.242	26.2591
793.3944	26.9657
793.5468	25.3904
793.6992	24.9395
793.8516	25.2384
794.004	26.5641
794.1564	26.9807
794.3088	26.4058
794.4612	24.4981
794.6136	22.6563
794.766	21.8016
794.9184	22.6701
795.0708	24.435
795.2232	23.8689
795.3756	23.0244
795.528	22.542
795.6804	22.4962
795.8328	23.0517
795.9852	24.7261
796.1376	25.8327
796.29	27.5419
796.4424	27.6306
796.5948	27.5567
796.7472	28.0636
796.8996	27.7257
797.052	27.7558
797.2044	26.3944
797.3568	25.1119
797.5092	24.298
797.6616	24.468
797.814	27.0328
797.9664	29.1367
798.1188	29.3353
798.2712	29.577
798.4236	31.5794
798.576	30.2585
798.7284	28.7266
798.8808	28.3355
799.0332	26.8322
799.1856	26.1265
799.338	26.875
799.4904	28.3874
799.6428	27.9735
799.7952	26.5723
799.9476	25.9916
800.1	26.4325
800.2524	28.751
800.4048	29.1929
800.5572	28.2321
800.7096	28.6901
800.862	29.3884
801.0144	26.4944
801.1668	23.8861
801.3192	21.2697
801.4716	20.7478
801.624	20.3157
801.7764	18.4638
801.9288	16.7562
802.0812	17.7424
802.2336	18.3187
802.386	16.8041
802.5384	17.0557
802.6908	16.3335
802.8432	16.0224
802.9956	17.2822
803.148	19.2177
803.3004	21.2328
803.4528	23.0158
803.6052	24.9441
803.7576	25.2661
803.91	23.9675
804.0624	21.8688
804.2148	21.8554
804.3672	21.3052
804.5196	21.5842
804.672	22.736
804.8244	24.0563
804.9768	23.8183
805.1292	22.3182
805.2816	22.1041
